category,category.member,domain,prod.freq,prod.freq.percent,mean.rank,first.rank.freq,first.rank.freq.percent,weighted.rank,mean.RT,typicality,wordfreq.SUBTLEXUK,word.length,AoA.Kuperman,concreteness.Brysbaert
animal,pony,Concrete,1,0.05,19,NA,NA,14,NA,NA,NA,NA,NA,NA
animal,porcupine,Concrete,1,0.05,19,NA,NA,14,NA,NA,NA,NA,NA,NA
animal,possum,Concrete,1,0.05,26,NA,NA,7,NA,NA,NA,NA,NA,NA
animal,rabbit,Concrete,10,0.5,7.7,NA,NA,253,NA,4.666666667,4.39,6,3.94,4.93
animal,rabbits,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
animal,raccoon,Concrete,2,0.1,15,NA,NA,36,NA,4.25,2.57,7,6.79,4.67
animal,rat,Concrete,6,0.3,11.16666667,NA,NA,131,NA,4.25,4.23,3,5.11,4.85
animal,rats,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
animal,raven,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
animal,red sloth,Concrete,1,0.05,20,NA,NA,13,NA,NA,NA,NA,NA,NA
animal,reptile,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
animal,rhino,Concrete,2,0.1,12.5,NA,NA,41,NA,4.416666667,3.9,5,5.89,4.9
animal,rhinoceros,Concrete,1,0.05,19,NA,NA,14,NA,NA,NA,NA,NA,NA
animal,robin,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
animal,salamander,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
animal,salmon,Concrete,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
animal,seagull,Concrete,2,0.1,11.5,NA,NA,43,NA,3.916666667,3.3,7,5.42,5
animal,shark,Concrete,4,0.2,17,NA,NA,64,NA,4.083333333,4.17,5,5.47,4.93
animal,sharks,Concrete,1,0.05,29,NA,NA,4,NA,NA,NA,NA,NA,NA
animal,sheep,Concrete,9,0.45,12.22222222,NA,NA,187,NA,4.666666667,4.67,5,4.25,4.9
animal,sloth,Concrete,1,0.05,19,NA,NA,14,NA,NA,NA,NA,NA,NA
animal,sloths,Concrete,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
animal,slug,Concrete,1,0.05,28,NA,NA,5,NA,NA,NA,NA,NA,NA
animal,snail,Concrete,1,0.05,27,NA,NA,6,NA,NA,NA,NA,NA,NA
animal,snake,Concrete,6,0.3,15.16666667,NA,NA,119,NA,4.083333333,4.36,5,5.1,5
animal,sparrows,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
animal,spiders,Concrete,1,0.05,26,NA,NA,7,NA,NA,NA,NA,NA,NA
animal,springbok,Concrete,1,0.05,25,NA,NA,8,NA,NA,NA,NA,NA,NA
animal,squids,Concrete,1,0.05,18,NA,NA,15,NA,NA,NA,NA,NA,NA
animal,squirrel,Concrete,3,0.15,12,NA,NA,63,NA,4.25,3.94,8,4.44,4.89
animal,squirrels,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
animal,starling,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
animal,stingray,Concrete,1,0.05,16,NA,NA,17,NA,NA,NA,NA,NA,NA
animal,stoat,Concrete,1,0.05,24,NA,NA,9,NA,NA,NA,NA,NA,NA
animal,swallow,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
animal,swan,Concrete,2,0.1,14,NA,NA,38,NA,3.75,3.98,4,6.32,4.96
animal,swans,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
animal,tiger,Concrete,10,0.5,9.1,2,0.1,239,2.6725,4.75,4.36,5,4,5
animal,toad,Concrete,1,0.05,26,NA,NA,7,NA,NA,NA,NA,NA,NA
animal,turkey,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
animal,vole,Concrete,1,0.05,20,NA,NA,13,NA,NA,NA,NA,NA,NA
animal,wallaby,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
animal,wasp,Concrete,1,0.05,22,NA,NA,11,NA,NA,NA,NA,NA,NA
animal,water vole,Concrete,1,0.05,21,NA,NA,12,NA,NA,NA,NA,NA,NA
animal,weasel,Concrete,1,0.05,25,NA,NA,8,NA,NA,NA,NA,NA,NA
animal,whale,Concrete,5,0.25,13.6,NA,NA,97,NA,3.916666667,4.14,5,5.47,4.96
animal,whales,Concrete,2,0.1,22,NA,NA,22,NA,3.583333333,3.95,6,NA,NA
animal,wild boar,Concrete,1,0.05,23,NA,NA,10,NA,NA,NA,NA,NA,NA
animal,wolf,Concrete,2,0.1,18,NA,NA,30,NA,4.583333333,4.17,4,4.5,4.79
animal,wombat,Concrete,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
animal,wood pigeon,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
animal,zebra,Concrete,7,0.35,15,NA,NA,126,NA,4.5,3.69,5,4.79,4.86
art form,acrylic,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
art form,acting,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
art form,architectural design,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
art form,architecture,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
art form,artist,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
art form,ballerina,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
art form,book,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
art form,buildings,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
art form,cake decorating,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
art form,ceramics,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
art form,clocks,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
art form,colouring,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
art form,comedy,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
art form,comics,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
art form,computerised,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
art form,contemporary,Abstract,1,0.05,1,1,0.05,32,2.851,NA,NA,NA,NA,NA
art form,cubism,Abstract,1,0.05,1,1,0.05,32,3.241,NA,NA,NA,NA,NA
art form,dance,Abstract,7,0.35,3.714285714,1,0.05,205,2.626,4,5.12,5,4.63,4.32
art form,dancing,Abstract,3,0.15,5.333333333,NA,NA,83,NA,4.166666667,4.9,7,4.09,4.3
art form,drama,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
art form,drawing,Abstract,9,0.45,2.555555556,1,0.05,274,4.02,4.916666667,4.47,7,4.83,4.6
art form,drawings,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
art form,etching,Abstract,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
art form,figurines,Abstract,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
art form,film making,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
art form,graphic design,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
art form,illustration,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
art form,installation,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
art form,landscape,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
art form,life drawings,Abstract,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
art form,line drawings,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
art form,literature,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
art form,makeup,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
art form,model,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
art form,modeling,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
art form,modern,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
art form,monuments,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
art form,movies,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
art form,music,Abstract,7,0.35,4,2,0.1,203,2.4205,4.75,5.35,5,3.81,4.31
art form,oil painting,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
art form,painting,Abstract,14,0.7,1.428571429,11,0.55,442,3.209818182,4.916666667,4.77,8,5.26,4.59
art form,paintings,Abstract,1,0.05,1,1,0.05,32,6.358,NA,NA,NA,NA,NA
art form,performance,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
art form,photography,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
art form,plays,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
art form,poem,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
art form,poet,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
art form,poetry,Abstract,2,0.1,5.5,NA,NA,55,NA,3.75,4.1,6,8.11,3.5
art form,portrait,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
art form,pottery,Abstract,3,0.15,3.666666667,NA,NA,88,NA,4.583333333,4.14,7,7.83,4.72
art form,printing,Abstract,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
art form,renaissance,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
art form,sculpting,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
art form,sculpture,Abstract,5,0.25,2.8,NA,NA,151,NA,4.75,4.05,9,7.47,4.79
art form,sculptures,Abstract,2,0.1,4.5,NA,NA,57,NA,4.416666667,3.59,10,NA,NA
art form,sensory,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
art form,singing,Abstract,3,0.15,3.333333333,1,0.05,89,5.758,3.916666667,4.82,7,NA,4.2
art form,sketch,Abstract,4,0.2,4.75,NA,NA,113,NA,4.333333333,3.85,6,9,4.56
art form,speech,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
art form,statue,Abstract,2,0.1,4,NA,NA,58,NA,4.25,4.02,6,7.55,4.93
art form,statues,Abstract,2,0.1,6,NA,NA,54,NA,4.5,3.63,7,NA,NA
art form,surrealist,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
art form,textiles,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
art form,theatre,Abstract,2,0.1,6.5,NA,NA,53,NA,3.833333333,4.74,7,NA,NA
art form,theatre productions,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
art form,touch,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
art form,water painting,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
art form,watercolours,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
art form,woodwork,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
art form,writer,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
art form,writing,Abstract,1,0.05,1,1,0.05,32,3.23,NA,NA,NA,NA,NA
artistic movement,abstract,Abstract,2,0.1,4,NA,NA,58,NA,4.083333333,3.64,8,11.47,1.45
artistic movement,acrobatics,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
artistic movement,art deco,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
artistic movement,arts,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
artistic movement,ballet,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
artistic movement,ballroom dancing,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
artistic movement,baroque,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
artistic movement,breakdance,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
artistic movement,calligraphy,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
artistic movement,choreography,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
artistic movement,classical,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
artistic movement,crafts,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
artistic movement,cubism,Abstract,4,0.2,2.5,1,0.05,122,3.573,4.25,2.76,6,13.21,2.92
artistic movement,dada,Abstract,1,0.05,1,1,0.05,32,6.446,NA,NA,NA,NA,NA
artistic movement,dance,Abstract,3,0.15,1,3,0.15,96,7.933,4.083333333,5.12,5,4.63,4.32
artistic movement,dancing,Abstract,1,0.05,1,1,0.05,32,5.285,NA,NA,NA,NA,NA
artistic movement,dogma manifesto,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
artistic movement,drama,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
artistic movement,gothic,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
artistic movement,gymnastics,Abstract,2,0.1,4,NA,NA,58,NA,3.416666667,3.56,10,7.74,4.04
artistic movement,happenings,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
artistic movement,hyperrealism,Abstract,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
artistic movement,ice skating,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
artistic movement,impressionism,Abstract,2,0.1,2,NA,NA,62,NA,4.333333333,2.84,13,14.22,2.33
artistic movement,installations,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
artistic movement,jump,Abstract,1,0.05,1,1,0.05,32,5.509,NA,NA,NA,NA,NA
artistic movement,meditation,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
artistic movement,modern art,Abstract,2,0.1,2,1,0.05,62,6.896,NA,NA,9,NA,NA
artistic movement,modernism,Abstract,1,0.05,1,1,0.05,32,6.235,NA,NA,NA,NA,NA
artistic movement,music,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
artistic movement,new wave cinema,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
artistic movement,op art,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
artistic movement,painting,Abstract,1,0.05,1,1,0.05,32,5.923,NA,NA,NA,NA,NA
artistic movement,pastel work,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
artistic movement,pilates,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
artistic movement,pole dancing,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
artistic movement,pop art,Abstract,2,0.1,4,NA,NA,58,NA,NA,NA,6,NA,NA
artistic movement,postmodernism,Abstract,2,0.1,3,NA,NA,60,NA,NA,1.97,13,14.71,2.1
artistic movement,pre-raphaelite,Abstract,1,0.05,1,1,0.05,32,12.734,NA,NA,NA,NA,NA
artistic movement,realism,Abstract,2,0.1,5.5,1,0.05,55,11.758,3.833333333,3.29,7,13.47,1.33
artistic movement,renaissance,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
artistic movement,romanticism,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
artistic movement,street art,Abstract,1,0.05,1,1,0.05,32,19.192,NA,NA,NA,NA,NA
artistic movement,surrealism,Abstract,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
artistic movement,swirl,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
artistic movement,theatre,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
artistic movement,watercolours,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
artistic movement,yoga,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
bathroom fixture,air ventilation,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
bathroom fixture,basin,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
bathroom fixture,bath,Concrete,11,0.55,3.363636364,1,0.05,326,4.169,4.833333333,4.65,4,3.23,4.85
bathroom fixture,bath mat,Concrete,2,0.1,14.5,NA,NA,37,NA,2.583333333,NA,7,NA,4.67
bathroom fixture,bathtub,Concrete,5,0.25,2.6,1,0.05,152,5.68,4.666666667,2.87,7,3.22,4.92
bathroom fixture,bidet,Concrete,3,0.15,5.666666667,NA,NA,82,NA,NA,2.88,5,12.92,NA
bathroom fixture,blind,Concrete,2,0.1,11.5,NA,NA,43,NA,2.416666667,4.42,5,7,4.03
bathroom fixture,cabinet,Concrete,2,0.1,6,NA,NA,54,NA,3.75,4.64,7,6.06,4.89
bathroom fixture,cupboard,Concrete,2,0.1,8.5,NA,NA,49,NA,3.25,4.27,8,6.39,4.79
bathroom fixture,cupboards,Concrete,1,0.05,1,1,0.05,32,5.178,NA,NA,NA,NA,NA
bathroom fixture,curtains,Concrete,1,0.05,18,NA,NA,15,NA,NA,NA,NA,NA,NA
bathroom fixture,door,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
bathroom fixture,doors,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
bathroom fixture,extractor fan,Concrete,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
bathroom fixture,faucets,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
bathroom fixture,handrail,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
bathroom fixture,heated towel rail,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
bathroom fixture,heating elements,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
bathroom fixture,hooks,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
bathroom fixture,lamp,Concrete,1,0.05,16,NA,NA,17,NA,NA,NA,NA,NA,NA
bathroom fixture,light,Concrete,1,0.05,1,1,0.05,32,4.784,NA,NA,NA,NA,NA
bathroom fixture,light fittings,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
bathroom fixture,light fixtures,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
bathroom fixture,lighting,Concrete,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
bathroom fixture,medicine cupboard,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
bathroom fixture,mirror,Concrete,9,0.45,5.666666667,1,0.05,246,9.173,4.333333333,4.45,6,4.89,4.97
bathroom fixture,part of shower,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
bathroom fixture,pedestal mat,Concrete,1,0.05,20,NA,NA,13,NA,NA,NA,NA,NA,NA
bathroom fixture,radiator,Concrete,2,0.1,9.5,NA,NA,47,NA,3.083333333,3.4,8,8.53,4.78
bathroom fixture,roller blind,Concrete,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
bathroom fixture,shelves,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
bathroom fixture,shower,Concrete,14,0.7,4.571428571,1,0.05,398,2.752,4.833333333,4.52,6,4.72,4.89
bathroom fixture,shower curtain,Concrete,3,0.15,11,NA,NA,66,NA,3.333333333,NA,13,NA,4.58
bathroom fixture,shower door,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
bathroom fixture,shower rail,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
bathroom fixture,shower screen,Concrete,1,0.05,22,NA,NA,11,NA,NA,NA,NA,NA,NA
bathroom fixture,sink,Concrete,13,0.65,2.538461538,4,0.2,396,2.485,4.583333333,4.26,4,4.47,4.74
bathroom fixture,soap dish,Concrete,1,0.05,19,NA,NA,14,NA,NA,NA,NA,NA,NA
bathroom fixture,soap holder,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
bathroom fixture,socket for a shaver,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
bathroom fixture,tap,Concrete,4,0.2,3.5,1,0.05,118,2.385,4.75,4.33,3,5.84,4.29
bathroom fixture,taps,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
bathroom fixture,tissue holder,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
bathroom fixture,toilet,Concrete,13,0.65,2.769230769,4,0.2,393,5.09825,5,4.54,6,3.54,4.97
bathroom fixture,toilet brush,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
bathroom fixture,toilet paper holder,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
bathroom fixture,toilet roll holder,Concrete,4,0.2,5.75,2,0.1,109,3.1275,NA,NA,16,NA,NA
bathroom fixture,toilets,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
bathroom fixture,toothbrush holder,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
bathroom fixture,towel rail,Concrete,4,0.2,7,NA,NA,129,NA,4.5,NA,9,NA,4.68
bathroom fixture,towel railing,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
bathroom fixture,urinals,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
bathroom fixture,washbasin,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
bathroom fixture,wcs,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
bathroom fixture,window,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
bathroom fixture,windows,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
bird,albatross,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
bird,avocets,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
bird,bird of paradise,Concrete,1,0.05,19,NA,NA,14,NA,NA,NA,NA,NA,NA
bird,blackbird,Concrete,8,0.4,3.625,1,0.05,235,3.108,4.5,3.17,9,6.11,5
bird,blue jay,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
bird,blue tit,Concrete,9,0.45,4.555555556,NA,NA,256,NA,NA,NA,7,NA,NA
bird,bluebird,Concrete,7,0.35,3.714285714,4,0.2,205,2.59975,4.5,3.52,8,5.37,4.97
bird,bluebirds,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
bird,budgie,Concrete,3,0.15,8.333333333,NA,NA,74,NA,NA,3.34,6,12.62,NA
bird,budgies,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
bird,canaries,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
bird,canary,Concrete,4,0.2,6.25,1,0.05,107,2.954,4.75,3.47,6,7.32,4.63
bird,chicken,Concrete,4,0.2,7.5,NA,NA,102,NA,4.166666667,4.82,7,3.26,4.8
bird,crow,Concrete,6,0.3,9,NA,NA,144,NA,4.583333333,3.65,4,5.74,4.93
bird,crows,Concrete,2,0.1,6,NA,NA,54,NA,4.333333333,3.27,5,NA,NA
bird,cuckoo,Concrete,1,0.05,18,NA,NA,15,NA,NA,NA,NA,NA,NA
bird,curlews,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
bird,dove,Concrete,5,0.25,6,NA,NA,135,NA,4.75,3.46,4,6.63,4.88
bird,duck,Concrete,6,0.3,8.833333333,NA,NA,145,NA,4.25,4.53,4,3.5,4.86
bird,ducks,Concrete,3,0.15,8.333333333,NA,NA,74,NA,3.916666667,3.93,5,NA,NA
bird,eagle,Concrete,7,0.35,4.857142857,3,0.15,197,2.618666667,4.916666667,4.11,5,5.83,5
bird,eagles,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
bird,emu,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
bird,falcon,Concrete,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
bird,finch,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
bird,finches,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
bird,flamingo,Concrete,5,0.25,7.4,NA,NA,128,NA,4.333333333,3.21,8,6.32,4.81
bird,gannet,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
bird,gannets,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
bird,geese,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
bird,goldfinch,Concrete,2,0.1,6.5,NA,NA,53,NA,3.333333333,2.32,9,NA,NA
bird,goose,Concrete,3,0.15,10.33333333,NA,NA,68,NA,4.5,4.03,5,5.15,4.81
bird,goshawks,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
bird,great tit,Concrete,2,0.1,4,NA,NA,58,NA,NA,NA,8,NA,NA
bird,hawk,Concrete,5,0.25,7.4,NA,NA,128,NA,4.916666667,3.66,4,6.74,4.93
bird,hummingbird,Concrete,2,0.1,6,1,0.05,54,1.56,4.75,2.9,11,6.95,4.96
bird,jackdaw,Concrete,2,0.1,16,NA,NA,34,NA,NA,2.47,7,10.83,NA
bird,jackdaws,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
bird,jay,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
bird,magpie,Concrete,2,0.1,6,NA,NA,54,NA,NA,3.25,6,10.47,NA
bird,mockingbird,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
bird,mockingjay,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
bird,moorhens,Concrete,1,0.05,16,NA,NA,17,NA,NA,NA,NA,NA,NA
bird,osprey,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
bird,ostrich,Concrete,4,0.2,3,2,0.1,120,2.46,3.833333333,3.52,7,6.42,4.71
bird,owl,Concrete,7,0.35,5.142857143,3,0.15,195,3.723,4.833333333,4.07,3,6.21,4.93
bird,parakeet,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
bird,parrot,Concrete,7,0.35,8.571428571,NA,NA,171,NA,4.666666667,3.84,6,5.58,5
bird,parrots,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
bird,pelican,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
bird,penguin,Concrete,5,0.25,6.6,NA,NA,132,NA,3.916666667,3.88,7,5.68,5
bird,peregrin falcons,Concrete,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
bird,pheasant,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
bird,phoenix,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
