category,category.member,domain,prod.freq,prod.freq.percent,mean.rank,first.rank.freq,first.rank.freq.percent,weighted.rank,mean.RT,typicality,wordfreq.SUBTLEXUK,word.length,AoA.Kuperman,concreteness.Brysbaert
stinging insect,bumblebee,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
stinging insect,caterpillars,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
stinging insect,fire ants,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
stinging insect,hornet,Concrete,2,0.1,3.5,NA,NA,59,NA,4.75,2.86,6,7.28,4.96
stinging insect,hornets,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
stinging insect,horsefly,Concrete,2,0.1,3.5,NA,NA,59,NA,3.083333333,1.65,8,NA,4.97
stinging insect,mosquito,Concrete,7,0.35,2.714285714,1,0.05,212,1.606,3.666666667,3.29,8,6.1,4.88
stinging insect,mosquitos,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
stinging insect,moths,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
stinging insect,scorpion,Concrete,6,0.3,3.333333333,1,0.05,178,2.848,3.5,3.81,8,7.84,4.84
stinging insect,spider,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
stinging insect,spiders,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
stinging insect,stingray,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
stinging insect,tarantula,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
stinging insect,wasp,Concrete,17,0.85,1.705882353,7,0.35,532,2.863428571,5,3.45,4,5.58,4.96
stinging insect,wasps,Concrete,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
stinging insect,weta,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
string instrument,acoustic guitar,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
string instrument,acoustic piano,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
string instrument,banjo,Concrete,4,0.2,7,NA,NA,104,NA,3.666666667,3.31,5,8.44,4.9
string instrument,bass,Concrete,5,0.25,4.2,NA,NA,144,NA,4,4.18,4,8.63,4.31
string instrument,bass guitar,Concrete,3,0.15,8.333333333,NA,NA,74,NA,4.75,NA,10,NA,4.83
string instrument,cello,Concrete,14,0.7,3,NA,NA,420,NA,4.916666667,3.46,5,9.89,4.96
string instrument,chinese stringed instrument that just has one string,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
string instrument,clarinet,Concrete,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
string instrument,double bass,Concrete,5,0.25,6.2,NA,NA,134,NA,3.833333333,NA,10,NA,4.04
string instrument,electric guitar,Concrete,5,0.25,5.6,NA,NA,137,NA,3.666666667,NA,14,NA,NA
string instrument,electric piano,Concrete,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
string instrument,electric violin,Concrete,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
string instrument,fiddle,Concrete,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
string instrument,five string viola,Concrete,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
string instrument,five string violin,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
string instrument,flute,Concrete,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
string instrument,guitar,Concrete,18,0.9,2.611111111,8,0.4,547,2.664375,5,4.39,6,5.32,4.9
string instrument,guitars,Concrete,1,0.05,1,1,0.05,32,2.108,NA,NA,NA,NA,NA
string instrument,harp,Concrete,8,0.4,5.25,NA,NA,222,NA,4.666666667,3.4,4,7.55,4.85
string instrument,lute,Concrete,2,0.1,8,NA,NA,50,NA,NA,2.63,4,10.77,NA
string instrument,mandolin,Concrete,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
string instrument,oboe,Concrete,2,0.1,5,NA,NA,56,NA,2.333333333,2.7,4,10.78,4.43
string instrument,piano,Concrete,5,0.25,4,NA,NA,145,NA,1.833333333,4.36,5,5.5,4.9
string instrument,sitar,Concrete,4,0.2,5,NA,NA,112,NA,NA,2.55,5,13,NA
string instrument,theorbo,Concrete,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
string instrument,ukulele,Concrete,7,0.35,5,NA,NA,196,NA,4.166666667,3.07,7,10.76,4.62
string instrument,viola,Concrete,9,0.45,3.666666667,NA,NA,264,NA,4.083333333,3.07,5,NA,4.54
string instrument,viola da braccio,Concrete,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
string instrument,viola da gamba,Concrete,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
string instrument,violin,Concrete,19,0.95,1.578947368,11,0.55,597,2.380818182,4.666666667,3.82,6,7.45,4.96
string instrument,zither,Concrete,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
supernatural being,alien,Abstract,2,0.1,2.5,1,0.05,61,4.838,3.916666667,4.19,5,7.5,3.52
supernatural being,aliens,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
supernatural being,angel,Abstract,3,0.15,3.666666667,1,0.05,88,3.02,3.833333333,4.29,5,4,3.82
supernatural being,angels,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
supernatural being,batman,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
supernatural being,chupacabra,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
supernatural being,demon,Abstract,2,0.1,6.5,NA,NA,53,NA,4.25,3.53,5,7.16,3.32
supernatural being,demons,Abstract,2,0.1,6,NA,NA,54,NA,4.416666667,3.47,6,NA,NA
supernatural being,devil,Abstract,3,0.15,5,NA,NA,84,NA,3.833333333,4.24,5,5,3.41
supernatural being,dracula,Abstract,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
supernatural being,dragons,Abstract,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
supernatural being,entity,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
supernatural being,fairies,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
supernatural being,fairy,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
supernatural being,fey creatures,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
supernatural being,frankenstein,Abstract,2,0.1,4.5,NA,NA,57,NA,NA,3.43,12,NA,NA
supernatural being,ghost,Abstract,10,0.5,1.2,9,0.45,318,3.387777778,5,4.24,5,5.06,3.19
supernatural being,ghosts,Abstract,5,0.25,2.4,3,0.15,153,2.727666667,4.5,3.79,6,NA,NA
supernatural being,ghoul,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
supernatural being,goblin,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
supernatural being,god,Abstract,2,0.1,1.5,1,0.05,63,4.296,3.75,5.38,3,4.35,2.07
supernatural being,griffin,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
supernatural being,invisible,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
supernatural being,lights,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
supernatural being,magicians,Abstract,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
supernatural being,minotaur,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
supernatural being,monster,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
supernatural being,monsters,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
supernatural being,nymph,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
supernatural being,oni,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
supernatural being,orbs,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
supernatural being,phoenix,Abstract,1,0.05,16,NA,NA,17,NA,NA,NA,NA,NA,NA
supernatural being,poltergeist,Abstract,3,0.15,2.333333333,NA,NA,92,NA,4.5,2.47,11,8.94,2.92
supernatural being,psychic,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
supernatural being,satan,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
supernatural being,shape shifter,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
supernatural being,spiderman,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
supernatural being,spirit,Abstract,2,0.1,2.5,NA,NA,61,NA,4.583333333,4.66,6,7.11,1.6
supernatural being,spirits,Abstract,4,0.2,4.5,NA,NA,114,NA,4.5,4.06,7,8.56,3.41
supernatural being,superheroes,Abstract,2,0.1,6.5,NA,NA,53,NA,NA,3.22,11,NA,NA
supernatural being,superman,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
supernatural being,swamp monster,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
supernatural being,troll,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
supernatural being,unicorn,Abstract,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
supernatural being,vampire,Abstract,9,0.45,3.666666667,2,0.1,264,3.928,3.75,3.98,7,7.16,4.18
supernatural being,vampires,Abstract,3,0.15,1.666666667,1,0.05,94,3.078,4.166666667,3.61,8,NA,NA
supernatural being,werewolf,Abstract,7,0.35,2.428571429,1,0.05,214,3.101,3.833333333,3.35,8,7.2,4.17
supernatural being,werewolves,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
supernatural being,witch,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
supernatural being,witches,Abstract,4,0.2,5,NA,NA,112,NA,3.666666667,3.51,7,NA,NA
supernatural being,wizards,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
supernatural being,zombie,Abstract,5,0.25,7,NA,NA,130,NA,3.583333333,3.43,6,7.68,4.16
supernatural being,zombies,Abstract,2,0.1,4,NA,NA,58,NA,3.5,3.29,7,NA,NA
symptom of illness,aches,Abstract,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
symptom of illness,aching,Abstract,2,0.1,8,NA,NA,50,NA,3.833333333,3.3,6,NA,2.72
symptom of illness,back pain,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
symptom of illness,bleeding,Abstract,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
symptom of illness,blocked nose,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
symptom of illness,blood,Abstract,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
symptom of illness,blood pressure,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
symptom of illness,blurred vision,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
symptom of illness,blurredness of eyes,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
symptom of illness,blurring of the vision,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
symptom of illness,body pain,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
symptom of illness,catarrh,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
symptom of illness,clammy palms,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
symptom of illness,cold,Abstract,3,0.15,3,NA,NA,90,NA,3.5,5.11,4,3.95,3.85
symptom of illness,cough,Abstract,6,0.3,2.5,3,0.15,183,2.294666667,4.083333333,3.68,5,4.32,4.36
symptom of illness,coughing,Abstract,8,0.4,1.75,5,0.25,250,2.7446,4.666666667,3.3,8,NA,NA
symptom of illness,coughing up anything,Abstract,1,0.05,17,NA,NA,16,NA,NA,NA,NA,NA,NA
symptom of illness,coughing up blood,Abstract,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
symptom of illness,coughing up phlegm,Abstract,1,0.05,16,NA,NA,17,NA,NA,NA,NA,NA,NA
symptom of illness,coughs,Abstract,1,0.05,1,1,0.05,32,3.474,NA,NA,NA,NA,NA
symptom of illness,cramps,Abstract,2,0.1,5,NA,NA,56,NA,3.083333333,2.74,6,NA,NA
symptom of illness,diarrhoea,Abstract,3,0.15,4.333333333,NA,NA,86,NA,4.75,3.37,9,NA,NA
symptom of illness,difficulty breathing,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
symptom of illness,dizziness,Abstract,3,0.15,4.333333333,NA,NA,86,NA,4.25,2.75,9,8.06,3.07
symptom of illness,dizzy,Abstract,2,0.1,8,NA,NA,50,NA,4.25,3.98,5,5.5,2.59
symptom of illness,drowsiness,Abstract,2,0.1,3,1,0.05,60,2.378,4.333333333,2.09,10,9.5,3.04
symptom of illness,dry mouth,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
symptom of illness,fainting,Abstract,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
symptom of illness,fatigue,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
symptom of illness,feeling cold,Abstract,2,0.1,7.5,NA,NA,51,NA,3.75,NA,11,NA,NA
symptom of illness,feeling faint,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
symptom of illness,feeling hot,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
symptom of illness,feeling unwell,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
symptom of illness,feeling weak,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
symptom of illness,fever,Abstract,5,0.25,4.6,1,0.05,142,2.424,4.75,3.99,5,5.84,3.27
symptom of illness,feverish,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
symptom of illness,generally down,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
symptom of illness,head spells,Abstract,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
symptom of illness,headache,Abstract,10,0.5,4,1,0.05,290,2.473,4.5,3.84,8,6.71,3.9
symptom of illness,headaches,Abstract,3,0.15,6.333333333,NA,NA,80,NA,4.75,3.37,9,NA,NA
symptom of illness,high heart rate,Abstract,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
symptom of illness,high temperature,Abstract,5,0.25,3.4,1,0.05,148,2.521,4.75,NA,15,NA,3.33
symptom of illness,higher or lower temperature,Abstract,1,0.05,1,1,0.05,32,3.938,NA,NA,NA,NA,NA
symptom of illness,hot flushes,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
symptom of illness,impaired vision,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
symptom of illness,inflammation,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
symptom of illness,itchiness,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
symptom of illness,lack of appetite,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
symptom of illness,lack of energy,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
symptom of illness,lethargy,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
symptom of illness,lightheaded,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
symptom of illness,nausea,Abstract,7,0.35,5,NA,NA,196,NA,5,3.03,6,8.63,3.36
symptom of illness,pain,Abstract,4,0.2,7.25,NA,NA,103,NA,4.416666667,4.85,4,4.26,3.5
symptom of illness,pressure in the sinuses,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
symptom of illness,queasiness,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
symptom of illness,rash,Abstract,3,0.15,3.333333333,1,0.05,89,2.393,4,3.61,4,5.78,4.62
symptom of illness,rashes,Abstract,2,0.1,8.5,NA,NA,49,NA,4.583333333,2.55,6,NA,NA
symptom of illness,redness,Abstract,2,0.1,4.5,NA,NA,57,NA,2.75,2.5,7,6.17,4.14
symptom of illness,running tummy,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
symptom of illness,runny nose,Abstract,3,0.15,2.666666667,1,0.05,91,2.967,NA,NA,9,NA,NA
symptom of illness,shaking,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
symptom of illness,shivering,Abstract,2,0.1,9,NA,NA,48,NA,4.25,3.13,9,NA,3.54
symptom of illness,sick,Abstract,2,0.1,1.5,1,0.05,63,2.567,3.916666667,4.76,4,4.05,2.97
symptom of illness,sickness,Abstract,4,0.2,5.5,NA,NA,110,NA,4.333333333,3.69,8,5.53,3.45
symptom of illness,sleepy,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
symptom of illness,sneezes,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
symptom of illness,sneezing,Abstract,2,0.1,2,NA,NA,62,NA,3.75,3.23,8,NA,4.36
symptom of illness,sore throat,Abstract,3,0.15,2.333333333,1,0.05,92,2.479,4.666666667,NA,10,NA,3.46
symptom of illness,spots,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
symptom of illness,stomach ache,Abstract,3,0.15,5,1,0.05,84,6.934,4.416666667,NA,11,NA,NA
symptom of illness,stomach aches,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
symptom of illness,sweatiness,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
symptom of illness,sweating,Abstract,3,0.15,6,NA,NA,81,NA,3.75,3.66,8,NA,4.24
symptom of illness,swelling,Abstract,2,0.1,4,NA,NA,58,NA,4,3.51,8,NA,4.13
symptom of illness,swollen glands,Abstract,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
symptom of illness,temperature,Abstract,5,0.25,3.6,NA,NA,147,NA,4.333333333,4.48,11,6.17,3.71
symptom of illness,the sniffles,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
symptom of illness,throwing up,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
symptom of illness,tightness of chest,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
symptom of illness,tiredness,Abstract,5,0.25,4.6,1,0.05,142,2.508,3.5,2.87,9,7.22,2.68
symptom of illness,tummy ache,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
symptom of illness,very hot,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
symptom of illness,vomit,Abstract,2,0.1,7,NA,NA,52,NA,4.416666667,3.46,5,5.68,4.75
symptom of illness,vomiting,Abstract,4,0.2,5,NA,NA,112,NA,4.333333333,3.31,8,NA,4.31
symptom of illness,wet and dry coughs,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
symptom of illness,yellowing of the eyes,Abstract,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
symptom of illness,yellowing of the skin,Abstract,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
team sport,american football,Abstract,7,0.35,6,NA,NA,189,NA,4.083333333,NA,16,NA,NA
team sport,badminton,Abstract,2,0.1,6.5,NA,NA,53,NA,2.333333333,3.4,9,10.94,4.7
team sport,baseball,Abstract,4,0.2,6.5,NA,NA,106,NA,4.5,3.74,8,4.83,4.86
team sport,basketball,Abstract,13,0.65,3.153846154,1,0.05,388,2.143,4.583333333,3.89,10,5.3,4.97
team sport,benchball,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
team sport,boat race in teams,Abstract,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
team sport,cheerleading,Abstract,2,0.1,6,NA,NA,54,NA,NA,2.91,12,NA,NA
team sport,cricket,Abstract,5,0.25,7,NA,NA,130,NA,4.833333333,4.45,7,7.72,4.77
team sport,cycling relay,Abstract,1,0.05,14,NA,NA,19,NA,NA,NA,NA,NA,NA
team sport,cycling relays,Abstract,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
team sport,dodgeball,Abstract,2,0.1,7,NA,NA,52,NA,NA,2.71,9,NA,NA
team sport,double badminton,Abstract,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
team sport,doubles badminton,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
team sport,doubles tennis,Abstract,2,0.1,5,1,0.05,56,2.896,4,NA,13,NA,NA
team sport,flag football,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
team sport,football,Abstract,20,1,1.65,12,0.6,627,2.102666667,4.916666667,5.12,8,4.84,4.73
team sport,gaelic football,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
team sport,handball,Abstract,2,0.1,5,NA,NA,56,NA,4.25,3.41,8,8.69,4.48
team sport,hockey,Abstract,16,0.8,4.9375,1,0.05,449,2.527,4.75,3.77,6,5.44,4.31
team sport,ice hockey,Abstract,5,0.25,6.2,NA,NA,134,NA,4.666666667,NA,9,NA,4.64
team sport,korfball,Abstract,4,0.2,5.5,NA,NA,110,NA,NA,1.3,8,NA,NA
team sport,lacrosse,Abstract,7,0.35,6.857142857,NA,NA,183,NA,3.333333333,2.64,8,12.94,4.28
team sport,netball,Abstract,13,0.65,3.230769231,3,0.15,387,2.672666667,NA,3.33,7,10.47,NA
team sport,polo,Abstract,3,0.15,7.666666667,NA,NA,76,NA,3.416666667,3.54,4,9.95,4.43
team sport,relay,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
team sport,relay race,Abstract,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
team sport,relay racing,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
team sport,rounders,Abstract,4,0.2,11,NA,NA,88,NA,NA,2.88,8,NA,NA
team sport,rowing,Abstract,5,0.25,6,NA,NA,135,NA,4.333333333,3.92,6,7.68,3.6
team sport,rugby,Abstract,18,0.9,3.055555556,2,0.1,539,3.034,4.666666667,4.63,5,11.42,4.33
team sport,sailing,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
team sport,skiing,Abstract,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
team sport,snowboarding,Abstract,1,0.05,9,NA,NA,24,NA,NA,NA,NA,NA,NA
team sport,soccer,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
team sport,synchronised swimming,Abstract,1,0.05,15,NA,NA,18,NA,NA,NA,NA,NA,NA
team sport,table tennis,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
team sport,tag rugby,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
team sport,team relay,Abstract,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
team sport,tennis,Abstract,3,0.15,6.666666667,NA,NA,79,NA,2.25,4.44,6,7.53,4.43
team sport,toboggan race,Abstract,1,0.05,13,NA,NA,20,NA,NA,NA,NA,NA,NA
team sport,ultimate frisbee,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
team sport,underwater hockey,Abstract,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
team sport,volleyball,Abstract,9,0.45,7,NA,NA,234,NA,4.75,3.31,10,7.05,4.93
team sport,water polo,Abstract,7,0.35,6.857142857,NA,NA,183,NA,4.25,NA,9,NA,4.29
three-dimensional shape,ball,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
three-dimensional shape,bowl,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
three-dimensional shape,box,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
three-dimensional shape,cone,Abstract,3,0.15,3.333333333,1,0.05,89,4.884,4.416666667,3.67,4,4.67,4.86
three-dimensional shape,cube,Abstract,17,0.85,1.176470588,14,0.7,541,4.119928571,4.833333333,3.67,4,7.32,4.62
three-dimensional shape,cuboid,Abstract,9,0.45,3.111111111,NA,NA,269,NA,NA,1.74,6,NA,NA
three-dimensional shape,cylinder,Abstract,2,0.1,4.5,NA,NA,57,NA,3.833333333,3.52,8,9.63,4.64
three-dimensional shape,dodecahedron,Abstract,2,0.1,4.5,NA,NA,57,NA,NA,1.93,12,11.91,NA
three-dimensional shape,hemisphere,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
three-dimensional shape,hexagon,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
three-dimensional shape,icosahedron,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
three-dimensional shape,irregular solids,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
three-dimensional shape,oblong,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
three-dimensional shape,octahedron,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
three-dimensional shape,ovoid,Abstract,1,0.05,7,NA,NA,26,NA,NA,NA,NA,NA,NA
three-dimensional shape,parallelepiped,Abstract,1,0.05,8,NA,NA,25,NA,NA,NA,NA,NA,NA
three-dimensional shape,prism,Abstract,4,0.2,3,NA,NA,120,NA,4.25,3.11,5,9.78,4.47
three-dimensional shape,pyramid,Abstract,8,0.4,3.125,NA,NA,239,NA,4.083333333,3.71,7,7.61,4.96
three-dimensional shape,sphere,Abstract,14,0.7,2.857142857,2,0.1,422,5.215,5,3.68,6,8.26,4.44
three-dimensional shape,table,Abstract,1,0.05,1,1,0.05,32,16.078,NA,NA,NA,NA,NA
three-dimensional shape,tetrahedron,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
three-dimensional shape,torus,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
three-dimensional shape,triangle,Abstract,1,0.05,1,1,0.05,32,2.114,NA,NA,NA,NA,NA
three-dimensional shape,triangular based prism,Abstract,1,0.05,4,NA,NA,29,NA,NA,NA,NA,NA,NA
three-dimensional shape,tube,Abstract,1,0.05,3,NA,NA,30,NA,NA,NA,NA,NA,NA
time of day,1 o'clock,Abstract,1,0.05,5,NA,NA,28,NA,NA,NA,NA,NA,NA
time of day,10am,Abstract,1,0.05,10,NA,NA,23,NA,NA,NA,NA,NA,NA
time of day,10pm,Abstract,1,0.05,22,NA,NA,11,NA,NA,NA,NA,NA,NA
time of day,11am,Abstract,1,0.05,11,NA,NA,22,NA,NA,NA,NA,NA,NA
time of day,11pm,Abstract,1,0.05,23,NA,NA,10,NA,NA,NA,NA,NA,NA
time of day,12am,Abstract,1,0.05,24,NA,NA,9,NA,NA,NA,NA,NA,NA
time of day,12pm,Abstract,1,0.05,12,NA,NA,21,NA,NA,NA,NA,NA,NA
time of day,1am,Abstract,1,0.05,1,1,0.05,32,9.49,NA,NA,NA,NA,NA
time of day,1pm,Abstract,2,0.1,14,NA,NA,38,NA,NA,NA,3,NA,NA
time of day,2 o'clock,Abstract,1,0.05,6,NA,NA,27,NA,NA,NA,NA,NA,NA
time of day,2am,Abstract,1,0.05,2,NA,NA,31,NA,NA,NA,NA,NA,NA
