Word,Concreteness,Spec_3,Lg10CD,length,Valence,Arousal,Dominance
recession,2.42,1.8571428571428572,1.3617,9,0.368,0.398,0.373
recipe,4.43,1.7142857142857144,2.4393,6,0.698,0.271,0.415
recipient,3.86,2.2857142857142856,1.6902,9,0.604,0.324,0.679
reciprocity,2.34,1.4285714285714286,0.9031,11,0.74,0.673,0.556
recital,3.86,2.142857142857143,1.8808,7,0.838,0.44,0.572
recitation,3.08,1.8571428571428572,1.2788,10,0.708,0.519,0.462
recklessness,2.11,1.7142857142857144,1.2041,12,0.292,0.763,0.38
reckoning,1.86,2.142857142857143,1.6812,9,0.418,0.622,0.532
reclamation,2.28,2.571428571428571,1.1461,11,0.573,0.75,0.548
recluse,3.28,2.428571428571429,1.5185,7,0.24,0.49,0.446
recognition,2.39,1.8571428571428572,2.301,11,0.833,0.587,0.726
recoil,3.55,1.8571428571428572,1.3617,6,0.089,0.429,0.259
recollection,2.07,2.0,1.8808,12,0.722,0.337,0.566
recombination,2.12,2.0,0.301,13,0.51,0.492,0.602
recommendation,2.87,1.8571428571428572,2.3345,14,0.912,0.388,0.664
reconciliation,2.19,2.0,1.6232,14,0.896,0.57,0.604
reconnaissance,2.04,2.2857142857142856,1.8513,14,0.729,0.604,0.712
reconsideration,1.59,2.142857142857143,0.699,15,0.531,0.459,0.611
reconstruction,3.17,1.8571428571428572,1.8261,14,0.625,0.719,0.667
record,4.15,1.7142857142857144,3.3795,6,0.552,0.421,0.5
recorder,4.43,2.0,2.2529,8,0.551,0.374,0.481
recording,3.68,1.5714285714285714,2.5705,9,0.573,0.537,0.474
recourse,2.0,2.0,1.5441,8,0.402,0.337,0.598
recovery,2.68,2.142857142857143,2.534,8,0.781,0.402,0.737
recreation,2.82,1.8571428571428572,1.9138,10,0.909,0.632,0.66
recruiter,4.0,2.571428571428571,1.4314,9,0.662,0.63,0.69
recruitment,2.48,2.0,1.5441,11,0.479,0.645,0.591
rectangle,4.76,2.2857142857142856,1.0,9,0.479,0.225,0.438
rectification,2.0,1.7142857142857144,0.301,13,0.449,0.56,0.695
rectum,4.92,1.7142857142857144,1.3979,6,0.438,0.443,0.491
recuperation,2.96,1.8571428571428572,0.699,12,0.688,0.418,0.5
recurrence,2.0,2.0,1.1461,10,0.49,0.538,0.615
recycling,3.25,2.0,1.8129,9,0.552,0.32,0.509
redemption,1.88,2.0,1.9638,10,0.376,0.408,0.545
redhead,4.78,2.142857142857143,2.1139,7,0.677,0.549,0.518
redneck,3.77,2.428571428571429,1.8573,7,0.401,0.5,0.348
redness,4.14,2.0,1.0414,7,0.151,0.47,0.417
reduction,2.75,2.142857142857143,1.8808,9,0.365,0.382,0.24
redundancy,2.39,1.8571428571428572,1.3802,10,0.316,0.262,0.589
reef,4.7,1.8571428571428572,1.9031,4,0.583,0.49,0.456
reefer,4.54,3.5714285714285716,1.5441,6,0.5,0.453,0.421
reel,4.14,2.428571428571429,2.0453,4,0.449,0.332,0.395
reelection,2.5,2.142857142857143,1.3979,10,0.541,0.673,0.681
reenactment,3.07,2.857142857142857,1.3802,11,0.771,0.592,0.768
reentry,3.14,2.2857142857142856,1.1761,7,0.604,0.449,0.5
ref,3.93,2.428571428571429,1.8195,3,0.469,0.38,0.368
referee,4.43,2.428571428571429,2.0294,7,0.531,0.644,0.778
reference,2.38,1.8571428571428572,2.5276,9,0.633,0.312,0.595
referendum,2.97,2.0,0.7782,10,0.51,0.469,0.643
referral,2.43,2.2857142857142856,1.4314,8,0.694,0.314,0.603
refill,3.4,2.2857142857142856,2.1004,6,0.67,0.4,0.464
refinement,2.04,1.7142857142857144,1.3424,10,0.719,0.387,0.709
refinery,4.59,2.142857142857143,1.4624,8,0.646,0.444,0.565
reflection,3.29,2.142857142857143,2.3541,10,0.71,0.5,0.528
reflector,4.3,2.0,1.0414,9,0.479,0.51,0.5
reflex,3.1,1.8571428571428572,2.0086,6,0.583,0.46,0.538
reflux,2.8,2.2857142857142856,1.1761,6,0.281,0.559,0.347
reform,2.0,2.2857142857142856,2.0531,6,0.531,0.49,0.797
reformation,2.07,1.8571428571428572,1.0,11,0.809,0.5,0.558
reformer,1.92,2.2857142857142856,1.0,8,0.562,0.569,0.905
refraction,2.86,1.8571428571428572,0.9031,10,0.388,0.471,0.526
refreshment,3.42,2.142857142857143,1.6902,11,0.667,0.41,0.352
refrigeration,3.92,2.142857142857143,1.2304,13,0.735,0.392,0.5
refrigerator,5.0,2.571428571428571,2.4983,12,0.677,0.26,0.391
refuge,3.37,1.8571428571428572,1.9956,6,0.64,0.238,0.481
refugee,3.97,2.571428571428571,1.8692,7,0.379,0.607,0.327
refund,3.38,2.142857142857143,2.0414,6,0.541,0.528,0.43
refusal,2.81,2.0,1.7993,7,0.052,0.61,0.321
refutation,2.04,2.142857142857143,0.301,10,0.312,0.726,0.566
regalia,3.78,2.142857142857143,0.7782,7,0.76,0.441,0.556
regard,1.79,2.0,2.5011,6,0.802,0.336,0.809
regeneration,2.92,1.5714285714285714,1.3617,12,0.76,0.64,0.845
reggae,3.41,2.142857142857143,1.4314,6,0.698,0.52,0.5
regime,2.86,1.8571428571428572,1.8388,6,0.29,0.668,0.773
regimen,2.74,2.0,1.5682,7,0.428,0.538,0.84
regiment,4.0,2.142857142857143,2.0492,8,0.469,0.722,0.755
region,3.19,1.5714285714285714,2.3385,6,0.54,0.295,0.712
regionalism,2.05,1.8571428571428572,0.301,11,0.64,0.5,0.773
register,3.87,2.0,2.6274,8,0.49,0.412,0.654
registrar,3.64,2.428571428571429,1.2553,9,0.599,0.537,0.574
registration,3.68,2.142857142857143,2.3838,12,0.622,0.396,0.574
registry,3.5,2.0,1.7482,8,0.573,0.32,0.583
regression,1.92,2.0,1.3802,10,0.312,0.5,0.324
regularity,1.96,1.8571428571428572,1.2304,10,0.663,0.337,0.585
regulation,2.0,1.8571428571428572,2.0792,10,0.542,0.425,0.667
regulator,3.43,2.2857142857142856,1.5051,9,0.5,0.336,0.668
regurgitation,3.4,2.2857142857142856,0.699,13,0.16,0.647,0.315
rehabilitation,1.81,2.571428571428571,1.8451,14,0.406,0.528,0.606
rehearsal,3.2,2.142857142857143,2.5465,9,0.667,0.47,0.5
reign,2.37,1.7142857142857144,2.1303,5,0.806,0.567,0.873
reimbursement,2.85,2.428571428571429,0.8451,13,0.653,0.61,0.567
reincarnation,1.63,2.428571428571429,1.7076,13,0.786,0.747,0.676
reindeer,4.7,3.142857142857143,1.9395,8,0.592,0.336,0.396
reinforcement,2.86,2.0,1.5051,13,0.729,0.702,0.902
reins,4.56,2.2857142857142856,1.8062,5,0.48,0.448,0.545
reinstatement,2.04,1.7142857142857144,1.1139,13,0.729,0.521,0.707
rejection,2.25,1.7142857142857144,2.1004,9,0.08,0.704,0.33
relapse,2.21,2.0,1.5911,7,0.173,0.46,0.303
relation,2.11,1.2857142857142856,2.2201,8,0.857,0.604,0.625
relationship,2.8,1.4285714285714286,3.2721,12,0.867,0.566,0.589
relative,2.97,2.142857142857143,2.5119,8,0.5,0.378,0.386
relativity,1.7,2.428571428571429,1.5185,10,0.594,0.393,0.615
relaxant,2.85,2.0,1.1139,8,0.878,0.087,0.357
relaxation,3.04,1.5714285714285714,1.8573,10,0.873,0.161,0.381
relay,3.48,2.571428571428571,2.0682,5,0.738,0.542,0.543
relevance,1.58,1.5714285714285714,1.8388,9,0.71,0.599,0.791
relevancy,1.62,1.5714285714285714,0.7782,9,0.724,0.481,0.673
reliability,1.83,1.8571428571428572,1.2041,11,0.917,0.38,0.696
reliance,2.2,2.142857142857143,1.1461,8,0.844,0.431,0.853
relic,4.07,1.8571428571428572,1.7853,5,0.646,0.452,0.591
relief,2.45,2.0,2.7839,6,0.844,0.278,0.481
religion,1.71,2.857142857142857,2.6444,8,0.646,0.32,0.755
relocation,2.63,2.2857142857142856,1.4771,10,0.396,0.5,0.475
reluctance,2.1,2.0,1.6435,10,0.24,0.606,0.373
remainder,3.11,1.5714285714285714,1.8573,9,0.398,0.357,0.324
remark,3.25,1.7142857142857144,2.2945,6,0.561,0.325,0.716
rematch,2.77,2.0,1.7243,7,0.469,0.798,0.627
remedy,2.96,2.428571428571429,2.0334,6,0.625,0.283,0.491
remembrance,2.4,2.0,1.5185,11,0.812,0.25,0.519
reminder,2.41,1.5714285714285714,2.2529,8,0.552,0.423,0.589
remission,2.13,2.0,1.5911,9,0.418,0.33,0.518
remittance,2.39,2.142857142857143,0.699,10,0.684,0.479,0.454
remnant,2.89,1.7142857142857144,1.1139,7,0.367,0.312,0.388
remorse,2.0,2.0,2.0864,7,0.103,0.673,0.377
remoteness,1.96,2.0,0.699,10,0.323,0.51,0.339
removal,3.0,2.2857142857142856,1.9777,7,0.245,0.54,0.368
remover,3.68,2.2857142857142856,1.4624,7,0.337,0.443,0.526
renaissance,2.3,1.8571428571428572,1.9445,11,0.771,0.67,0.767
rendering,2.47,2.0,1.6021,9,0.531,0.434,0.667
rendezvous,2.75,2.142857142857143,2.3502,10,0.75,0.49,0.658
rendition,2.42,2.0,1.3617,9,0.417,0.36,0.398
renegade,2.96,2.571428571428571,1.7634,8,0.14,0.64,0.509
renewal,2.29,2.571428571428571,1.5798,7,0.77,0.71,0.672
renovation,3.07,2.2857142857142856,1.5441,10,0.816,0.59,0.779
renown,1.68,2.0,1.301,6,0.693,0.475,0.693
rent,3.48,2.571428571428571,3.0265,4,0.344,0.429,0.446
rental,2.65,1.7142857142857144,2.2695,6,0.51,0.37,0.308
renter,4.15,2.428571428571429,1.0414,6,0.59,0.301,0.371
renunciation,2.23,2.0,0.699,12,0.26,0.578,0.336
reorganization,2.31,2.428571428571429,1.2041,14,0.622,0.587,0.754
rep,2.87,2.857142857142857,2.2405,3,0.52,0.51,0.64
repairman,4.45,2.571428571428571,1.6335,9,0.582,0.426,0.707
reparation,2.37,2.428571428571429,0.7782,10,0.531,0.615,0.732
repayment,2.73,2.2857142857142856,1.0792,9,0.479,0.49,0.474
repeater,3.18,2.142857142857143,1.1461,8,0.479,0.426,0.43
repellant,3.17,2.428571428571429,0.699,9,0.292,0.62,0.426
repellent,3.32,2.428571428571429,1.5682,9,0.286,0.5,0.491
repentance,1.57,2.142857142857143,1.4314,10,0.417,0.604,0.324
repertoire,2.41,1.5714285714285714,1.3617,10,0.633,0.594,0.667
repetition,3.17,1.8571428571428572,1.4624,10,0.375,0.519,0.396
replacement,3.47,2.142857142857143,2.4065,11,0.385,0.519,0.5
replay,3.04,2.0,1.7324,6,0.612,0.522,0.761
replica,3.86,2.142857142857143,1.716,7,0.48,0.52,0.493
replication,3.0,2.2857142857142856,0.9542,11,0.342,0.618,0.51
reply,2.96,1.7142857142857144,2.2648,5,0.762,0.29,0.596
report,3.92,1.8571428571428572,3.4186,6,0.583,0.444,0.575
reporter,4.63,2.2857142857142856,2.711,8,0.531,0.55,0.604
repose,2.73,1.8571428571428572,1.4314,6,0.469,0.1,0.33
repository,3.66,1.8571428571428572,1.0792,10,0.406,0.396,0.5
representation,2.19,1.7142857142857144,2.0453,14,0.677,0.542,0.75
representative,3.39,2.428571428571429,2.3096,14,0.704,0.366,0.694
repression,1.66,1.8571428571428572,1.5798,10,0.214,0.764,0.481
reprimand,2.63,1.8571428571428572,1.4314,9,0.153,0.528,0.465
reprint,3.71,2.2857142857142856,0.8451,7,0.51,0.449,0.527
reprisal,2.16,2.142857142857143,1.1139,8,0.125,0.788,0.545
reproach,1.71,2.0,1.3617,8,0.24,0.755,0.384
reproduction,2.92,1.5714285714285714,1.6721,12,0.8,0.736,0.713
reptile,4.47,2.2857142857142856,1.7324,7,0.35,0.566,0.365
republic,2.81,1.7142857142857144,2.2201,8,0.635,0.34,0.83
republican,2.79,2.428571428571429,2.1553,10,0.398,0.551,0.664
repugnance,1.81,2.0,0.6021,10,0.062,0.684,0.425
repulsion,2.1,2.0,0.9542,9,0.247,0.673,0.353
repurchase,2.96,2.142857142857143,0.301,10,0.531,0.592,0.557
reputation,1.64,2.0,2.8663,10,0.74,0.542,0.721
repute,1.76,2.0,1.0792,6,0.729,0.5,0.702
request,2.59,1.5714285714285714,2.9595,7,0.625,0.471,0.618
requirement,2.52,2.142857142857143,1.8388,11,0.51,0.439,0.728
requisition,2.41,1.8571428571428572,1.6232,11,0.478,0.51,0.649
rerun,2.96,2.0,1.6335,5,0.333,0.62,0.529
research,3.03,2.142857142857143,3.0166,8,0.633,0.663,0.741
researcher,3.81,2.2857142857142856,1.5315,10,0.569,0.51,0.857
resemblance,2.07,2.0,2.1931,11,0.743,0.216,0.57
resentment,1.78,2.142857142857143,1.8451,10,0.163,0.745,0.528
reservation,3.14,2.0,2.5623,11,0.688,0.343,0.561
reserve,2.29,1.8571428571428572,2.444,7,0.585,0.289,0.589
reservoir,4.75,1.7142857142857144,1.8129,9,0.531,0.276,0.462
residence,4.34,2.0,2.5353,9,0.615,0.382,0.585
residency,3.04,1.7142857142857144,1.8573,9,0.694,0.357,0.679
resident,4.03,2.2857142857142856,2.3856,8,0.592,0.327,0.5
residue,3.78,1.4285714285714286,2.017,7,0.354,0.33,0.183
resignation,2.93,1.8571428571428572,2.1335,11,0.145,0.392,0.31
resilience,2.26,1.8571428571428572,0.7782,10,0.531,0.44,0.667
resin,4.08,2.571428571428571,1.3424,5,0.284,0.308,0.4
resistance,2.68,1.8571428571428572,2.4362,10,0.427,0.694,0.796
resolution,2.37,1.8571428571428572,2.0645,10,0.78,0.55,0.745
resonance,2.23,1.8571428571428572,1.4472,9,0.541,0.426,0.629
resort,4.3,2.142857142857143,2.4232,6,0.573,0.441,0.632
resource,2.55,1.7142857142857144,1.8921,8,0.74,0.357,0.749
respect,2.04,2.0,3.3553,7,0.927,0.344,0.758
respectability,1.79,2.0,1.5563,14,0.875,0.407,0.912
respiration,3.89,1.7142857142857144,1.7559,11,0.76,0.377,0.669
respirator,4.56,2.142857142857143,1.4771,10,0.433,0.398,0.453
respite,1.77,2.0,1.3617,7,0.6,0.373,0.42
respondent,3.36,2.7142857142857144,0.8451,10,0.449,0.455,0.48
response,3.0,1.7142857142857144,2.7774,8,0.615,0.5,0.472
responsibility,1.4,2.0,3.1232,14,0.76,0.5,0.852
rest,3.03,1.5714285714285714,3.7112,4,0.907,0.167,0.3
restaurant,4.89,2.0,3.0952,10,0.847,0.406,0.5
restitution,2.36,2.428571428571429,1.3979,11,0.583,0.542,0.643
restlessness,2.32,1.7142857142857144,1.2304,12,0.083,0.794,0.397
restoration,2.65,1.8571428571428572,1.5798,11,0.755,0.426,0.734
restraint,3.32,2.0,1.9956,9,0.167,0.618,0.52
restriction,2.25,2.142857142857143,1.3424,11,0.13,0.59,0.569
restroom,4.93,2.428571428571429,2.0414,8,0.653,0.279,0.267
result,2.85,1.5714285714285714,2.891,6,0.812,0.49,0.652
resurrection,2.3,1.5714285714285714,2.0645,12,0.708,0.74,0.759
resuscitation,3.41,2.2857142857142856,1.3424,13,0.753,0.768,0.795
retailer,4.03,2.857142857142857,0.4771,8,0.708,0.439,0.595
retainer,4.0,2.428571428571429,1.9445,8,0.396,0.422,0.356
retaliation,2.48,2.0,1.6335,11,0.156,0.812,0.491
retard,3.56,2.2857142857142856,2.1206,6,0.194,0.347,0.222
retardation,2.57,1.8571428571428572,1.1139,11,0.125,0.36,0.155
retention,2.33,2.142857142857143,1.1461,9,0.344,0.49,0.558
retina,4.46,2.142857142857143,1.4771,6,0.49,0.255,0.342
retirement,3.03,1.7142857142857144,2.5145,10,0.25,0.324,0.255
retort,2.75,2.0,1.1139,6,0.417,0.52,0.481
retraction,3.03,2.142857142857143,1.6335,10,0.312,0.491,0.427
retractor,3.21,2.428571428571429,1.5682,9,0.354,0.59,0.557
retreat,3.03,2.0,2.4713,7,0.5,0.519,0.312
retrial,2.78,2.2857142857142856,1.2041,7,0.5,0.577,0.593
retribution,2.0,2.2857142857142856,1.8751,11,0.625,0.49,0.708
retrieval,3.11,2.0,1.6721,9,0.7,0.44,0.704
retriever,4.15,3.4285714285714284,1.4624,9,0.459,0.5,0.464
retrospect,1.75,2.2857142857142856,1.5682,10,0.406,0.5,0.538
reunion,3.22,2.0,2.433,7,0.837,0.5,0.672
revelation,2.21,1.8571428571428572,2.0374,10,0.879,0.5,0.865
revenge,1.54,2.0,2.8129,7,0.23,0.94,0.627
revenue,3.11,1.8571428571428572,1.9395,7,0.873,0.51,0.854
reverberation,2.68,1.8571428571428572,0.6021,13,0.39,0.639,0.551
reverence,1.7,1.8571428571428572,1.7482,9,0.643,0.347,0.516
reverend,4.14,2.428571428571429,2.4843,8,0.65,0.337,0.576
reversal,2.63,2.142857142857143,1.6721,8,0.38,0.51,0.591
reversion,1.87,2.0,0.699,9,0.458,0.538,0.425
review,2.81,2.142857142857143,2.7259,6,0.667,0.408,0.636
reviewer,3.67,2.7142857142857144,1.301,8,0.562,0.344,0.5
revision,2.74,2.2857142857142856,1.3802,8,0.417,0.459,0.71
revival,2.79,2.142857142857143,1.6812,7,0.823,0.664,0.597
revolt,3.03,2.0,1.7993,6,0.343,0.878,0.658
revolution,2.87,1.8571428571428572,2.5105,10,0.417,0.902,0.798
revolver,4.69,2.7142857142857144,2.0086,8,0.194,0.796,0.75
revulsion,2.04,2.0,1.1139,9,0.104,0.765,0.343
reward,3.41,2.142857142857143,2.7774,6,0.948,0.694,0.783
rhapsody,2.83,2.142857142857143,1.3424,8,0.708,0.49,0.46
rhetoric,1.5,1.5714285714285714,1.301,8,0.417,0.429,0.504
rheumatism,3.35,2.428571428571429,1.4914,10,0.219,0.472,0.418
rhinestone,4.82,2.571428571428571,1.4624,10,0.531,0.551,0.408
rhino,4.9,2.857142857142857,1.6128,5,0.531,0.549,0.555
rhinoceros,4.75,2.857142857142857,1.4771,10,0.556,0.656,0.569
rhubarb,4.86,2.0,1.4771,7,0.582,0.304,0.34
rhyme,3.29,2.0,2.2068,5,0.667,0.249,0.481
rhythm,3.07,1.7142857142857144,2.5237,6,0.771,0.759,0.573
rib,4.9,2.142857142857143,2.3324,3,0.49,0.349,0.351
ribbon,4.89,1.4285714285714286,2.1959,6,0.719,0.288,0.357
rice,4.86,2.142857142857143,2.6513,4,0.667,0.208,0.33
riches,3.52,1.8571428571428572,2.0828,6,0.958,0.694,0.88
richness,2.04,2.142857142857143,1.1139,8,0.896,0.833,0.922
rickshaw,4.62,2.7142857142857144,1.3222,8,0.438,0.594,0.402
ricochet,3.29,2.0,1.3424,8,0.287,0.618,0.43
riddance,1.82,2.428571428571429,1.9085,8,0.323,0.562,0.472
riddle,2.5,2.0,2.0569,6,0.521,0.583,0.543
ride,3.75,2.428571428571429,3.4937,4,0.806,0.465,0.472
rider,4.07,2.2857142857142856,2.3222,5,0.635,0.627,0.574
ridge,4.48,1.7142857142857144,2.2878,5,0.484,0.402,0.349
ridicule,2.07,1.7142857142857144,1.9294,8,0.143,0.745,0.255
riff,3.28,2.428571428571429,1.4472,4,0.521,0.551,0.343
riffraff,2.66,1.7142857142857144,1.6628,8,0.36,0.404,0.397
rifle,4.85,2.571428571428571,2.5866,5,0.329,0.9,0.718
rifleman,4.67,2.571428571428571,1.1761,8,0.245,0.863,0.767
rift,3.4,2.428571428571429,1.6128,4,0.246,0.519,0.289
rig,4.0,2.142857142857143,2.4298,3,0.542,0.382,0.746
rigging,4.1,2.142857142857143,1.6532,7,0.51,0.518,0.44
righteousness,1.67,1.7142857142857144,1.8976,13,0.802,0.66,0.897
rigidity,2.38,1.8571428571428572,1.0414,8,0.198,0.53,0.726
rigor,3.36,1.7142857142857144,1.5798,5,0.375,0.745,0.713
rim,4.62,2.0,1.9823,3,0.51,0.397,0.302
rind,4.48,2.142857142857143,0.9542,4,0.542,0.28,0.491
ring,4.81,1.8571428571428572,3.3172,4,0.677,0.427,0.464
ringer,3.46,2.428571428571429,1.8062,6,0.573,0.604,0.347
ringing,3.86,1.8571428571428572,2.7597,7,0.724,0.598,0.693
ringleader,3.47,2.571428571428571,1.4472,10,0.52,0.55,0.64
ringmaster,4.32,2.428571428571429,1.0792,10,0.63,0.622,0.732
ringside,3.72,1.8571428571428572,1.6128,8,0.5,0.644,0.411
rink,4.56,2.0,1.7709,4,0.551,0.392,0.392
riot,4.45,2.142857142857143,2.4031,4,0.061,0.946,0.586
rioting,3.79,1.7142857142857144,1.3424,7,0.156,0.949,0.56
ripper,3.08,3.0,1.7243,6,0.219,0.887,0.642
ripple,3.85,2.0,1.7993,6,0.5,0.453,0.37
risk,1.63,1.5714285714285714,3.2307,4,0.24,0.816,0.438
risotto,4.36,2.0,1.415,7,0.802,0.454,0.234
rite,2.54,2.142857142857143,1.7782,4,0.378,0.57,0.606
ritual,2.6,2.428571428571429,2.4579,6,0.375,0.52,0.508
rival,3.03,2.2857142857142856,2.1644,5,0.286,0.605,0.574
rivalry,2.14,1.8571428571428572,1.699,7,0.192,0.765,0.538
river,4.89,1.7142857142857144,3.0835,5,0.688,0.392,0.605
riverbank,4.68,1.8571428571428572,1.3979,9,0.684,0.3,0.33
riverbed,4.69,1.8571428571428572,1.2041,8,0.61,0.233,0.421
roach,4.96,2.2857142857142856,1.8692,5,0.146,0.598,0.259
road,4.75,1.8571428571428572,3.442,4,0.656,0.404,0.404
roadblock,4.71,2.142857142857143,1.8921,9,0.337,0.669,0.49
roadhouse,4.37,2.2857142857142856,1.4314,9,0.5,0.62,0.458
roadrunner,4.64,2.7142857142857144,1.3222,10,0.49,0.702,0.59
roadside,4.22,2.2857142857142856,1.7076,8,0.5,0.569,0.472
roadster,4.35,2.857142857142857,1.2041,8,0.531,0.622,0.473
roadway,4.67,2.0,1.0792,7,0.562,0.206,0.509
roar,3.81,2.0,2.1584,4,0.427,0.816,0.675
robber,4.31,2.857142857142857,2.179,6,0.135,0.772,0.481
robbery,3.93,2.571428571428571,2.7551,7,0.133,0.843,0.435
robe,5.0,2.428571428571429,2.4456,4,0.594,0.216,0.298
robot,4.65,2.142857142857143,2.3365,5,0.441,0.337,0.543
robotics,3.65,2.428571428571429,1.1139,8,0.592,0.6,0.763
rock,4.91,1.7142857142857144,3.2801,4,0.623,0.236,0.557
rocker,4.31,2.571428571428571,1.7634,6,0.615,0.704,0.625
rocket,4.73,2.142857142857143,2.4609,6,0.664,0.824,0.774
rod,4.43,2.0,2.4249,3,0.479,0.319,0.355
rodent,4.7,2.571428571428571,1.8692,6,0.323,0.577,0.279
rodeo,4.81,2.571428571428571,2.0414,5,0.49,0.676,0.588
rogue,2.32,2.428571428571429,2.0607,5,0.334,0.713,0.636
role,2.19,2.142857142857143,2.8156,4,0.552,0.26,0.464
roller,4.66,2.142857142857143,2.2878,6,0.521,0.394,0.345
romance,2.19,1.7142857142857144,2.7574,7,0.98,0.682,0.587
romanticism,1.46,2.0,1.0,11,0.854,0.521,0.593
romp,2.76,2.142857142857143,1.3424,4,0.61,0.64,0.417
roof,4.79,2.0,3.0603,4,0.602,0.226,0.342
rooftop,4.86,2.428571428571429,1.8513,7,0.571,0.471,0.461
rook,4.38,2.428571428571429,1.5315,4,0.38,0.4,0.51
rookie,2.83,2.428571428571429,2.2504,6,0.583,0.37,0.198
room,4.79,2.0,3.796,4,0.729,0.283,0.445
roomful,3.15,1.7142857142857144,1.5051,7,0.786,0.425,0.634
roommate,4.52,2.2857142857142856,2.5587,8,0.75,0.481,0.48
rooms,4.57,2.142857142857143,2.9768,5,0.677,0.241,0.386
roost,3.29,2.142857142857143,1.5185,5,0.5,0.41,0.345
rooster,4.75,2.857142857142857,2.0128,7,0.459,0.385,0.275
root,4.34,2.0,2.5832,4,0.602,0.279,0.508
rope,4.93,1.8571428571428572,2.8162,4,0.385,0.28,0.345
ropes,4.78,1.8571428571428572,2.3617,5,0.458,0.304,0.402
rosary,4.63,1.8571428571428572,1.5682,6,0.806,0.14,0.43
rose,4.9,2.428571428571429,2.9201,4,0.865,0.276,0.386
roster,3.76,2.0,1.9638,6,0.531,0.306,0.381
rotation,3.32,2.142857142857143,2.0374,8,0.67,0.52,0.55
rotor,3.84,2.571428571428571,1.301,5,0.5,0.458,0.404
rotunda,4.48,2.0,1.2553,7,0.5,0.464,0.393
rouge,3.77,2.2857142857142856,2.0043,5,0.562,0.4,0.382
roughneck,3.22,2.571428571428571,1.1761,9,0.323,0.64,0.491
roughness,3.39,1.8571428571428572,0.699,9,0.214,0.578,0.49
roulette,4.15,1.8571428571428572,1.9191,8,0.326,0.69,0.422
roundup,3.26,3.0,1.5798,7,0.52,0.58,0.474
route,3.88,1.7142857142857144,2.8762,5,0.583,0.353,0.518
routine,2.7,2.0,2.8745,7,0.365,0.219,0.333
row,3.93,1.8571428571428572,2.946,3,0.427,0.275,0.406
rowboat,4.81,2.7142857142857144,1.5682,7,0.455,0.393,0.353
rowing,3.6,2.142857142857143,1.6902,6,0.458,0.443,0.467
royalty,3.11,2.142857142857143,2.1271,7,0.832,0.571,0.833
rubbers,4.42,2.571428571428571,1.6812,7,0.604,0.36,0.414
rubbish,3.64,2.2857142857142856,2.2878,7,0.198,0.454,0.164
rubble,4.56,2.428571428571429,1.8692,6,0.308,0.509,0.289
rubdown,3.62,2.428571428571429,1.415,7,0.561,0.491,0.404
rubric,3.22,1.8571428571428572,0.4771,6,0.427,0.26,0.5
ruckus,2.52,2.2857142857142856,1.7924,6,0.271,0.706,0.411
rudder,4.72,2.142857142857143,1.8633,6,0.439,0.469,0.509
rudeness,2.15,1.8571428571428572,1.6232,8,0.28,0.819,0.692
rug,4.79,2.2857142857142856,2.5502,3,0.52,0.24,0.245
rugby,4.33,3.0,1.4314,5,0.677,0.82,0.708
rule,2.57,2.0,3.1858,4,0.567,0.427,0.593
ruler,4.66,2.142857142857143,2.143,5,0.44,0.4,0.631
ruling,2.32,2.142857142857143,2.2405,6,0.177,0.566,0.41
rum,4.93,3.5714285714285716,2.3118,3,0.561,0.377,0.451
rumba,4.04,1.8571428571428572,1.6128,5,0.781,0.827,0.615
rumble,3.73,2.0,2.0,6,0.367,0.745,0.613
rumor,2.15,2.2857142857142856,2.5877,5,0.255,0.582,0.282
rump,4.81,1.7142857142857144,1.8129,4,0.449,0.425,0.396
rundown,2.3,1.8571428571428572,1.8325,7,0.52,0.296,0.465
runner,4.86,2.7142857142857144,2.1931,6,0.459,0.747,0.632
runt,3.44,2.2857142857142856,1.8751,4,0.37,0.5,0.445
runway,4.6,2.142857142857143,2.1239,6,0.585,0.373,0.406
rupture,3.7,2.2857142857142856,1.6232,7,0.125,0.633,0.43
ruse,1.57,2.428571428571429,1.8633,4,0.531,0.64,0.546
rush,2.9,2.142857142857143,3.0906,4,0.406,0.809,0.546
rust,4.52,2.7142857142857144,2.0086,4,0.281,0.265,0.321
rustler,3.88,2.857142857142857,1.1461,7,0.281,0.83,0.429
rut,3.64,2.142857142857143,1.6532,3,0.333,0.31,0.392
rye,4.74,2.571428571428571,2.1492,3,0.49,0.298,0.411
sabbatical,2.43,2.0,1.6021,10,0.771,0.24,0.427
saber,4.21,2.571428571428571,1.5315,5,0.551,0.62,0.553
saboteur,2.78,2.428571428571429,1.2553,8,0.25,0.804,0.407
sack,4.84,2.142857142857143,2.7033,4,0.385,0.337,0.264
sacrament,3.0,2.142857142857143,1.4314,9,0.69,0.316,0.7
sacrifice,2.8,1.7142857142857144,2.8116,9,0.208,0.833,0.534
sacrilege,1.88,2.428571428571429,1.5051,9,0.281,0.708,0.491
saddle,4.85,2.2857142857142856,2.4249,6,0.51,0.509,0.306
sadist,2.72,2.7142857142857144,1.6812,6,0.042,0.918,0.5
sadness,1.82,1.7142857142857144,2.2765,7,0.052,0.288,0.164
safari,4.14,2.571428571428571,1.8513,6,0.663,0.673,0.64
safekeeping,2.38,2.142857142857143,1.6435,11,0.653,0.51,0.586
safety,2.37,1.7142857142857144,3.0599,6,0.708,0.491,0.868
